type,RelNO,content,Arg1_Content,Arg2_Content
Explicit,4,间接对比,经济部作出了不建核试的报告，,不过行政院长唐飞的态度似乎还是稍有保留
Explicit,4,间接对比,经济部作出了不建核试的报告,不过行政院长唐飞的态度似乎还是稍有保留。
Explicit,4,间接对比,经济部作出了不建核试的报告,不过行政院长唐飞的态度似乎还是稍有保留
Explicit,4,间接对比,目前只是经济部的建议,并不能够代表行政院的最后决策
Explicit,6,平行,美国，还是排名第一，总计是８１面奖牌；,而大陆也拿到了２６面金牌暂居第二
Explicit,6,平行,澳洲,和法国
Explicit,6,平行,第４名,和第５名
Explicit,6,平行,韵律体操是个人全能赛的资格比赛,另外还有包括女子篮球的铜牌赛，南韩出战巴西
Explicit,6,平行,，另外还有包括女子篮球的铜牌赛，南韩出战巴西,以及田径决赛
Explicit,6,平行,男子足球的铜牌赛，是由美国出战智利,另外还有就是女子篮球铜牌赛重播
Explicit,6,平行,另外还有就是女子篮球铜牌赛重播,以及田径决赛
Explicit,2,证据在先,因为没有钱吸毒和他的母亲发生了争执,竟然狠下毒手，他的母亲身中７刀
Explicit,1,先序,２５岁的简明宜父亲早逝,现在与妹妹和妈妈同住
Explicit,1,同步,听到母亲的一声哀叫,当时只看见哥哥双手是血的往外冲，而母亲则倒入血泊中
Explicit,5,实例在先,包括背部、肩膀,母亲总共身中７刀
Explicit,1,先序,嫌犯２５岁退伍回来,就让家人伤透脑筋
Explicit,1,先序,嫌犯２５岁退伍回来,现在又因为一次要不到买毒品的钱，杀了母亲
Explicit,5,递进,画面中这一栋栋只有两层高的房子不晓得的人还以为是普通住户,不过当地的居民都知道这里就是人称‘台北县华氏街老瓜处’
Explicit,2,原因在先,交易一次的价格只要１０００元,因此每到晚上客人是络绎不绝，生意好的不得了
Explicit,5,递进,这些建物不但是违建,里面的人也全都是没有执照的私娼
Explicit,5,递进,这些私娼从２０多岁到５０多岁都有,有人甚至１０几年前就在这里下海卖淫，把这里当成自己的家
Explicit,2,目的在后,老瓜处即将在下个月被拆除，警方这次展现公权力,目的就是要防止色情业者再流窜到别的地方继续营业
Explicit,4,间接对比,被人发现时候仰躺在地上，双手上举,但是已经没有气息
Explicit,6,平行,身着黑色上衣,及牛仔裤
Explicit,6,平行,了解这名女子成分,并且派驻人员到现场详细采证
Explicit,4,间接对比,潜力十足,却缺乏临场经验
Explicit,5,递进,除此之外,他还增胖了将近１０公斤
Explicit,5,递进,而除了基努·里维,老牌影星金·哈斯曼也有吃重的演出
Explicit,2,原因在先,嫌犯看准了大楼电梯内没有装设监视器,他因此借着自己的水电专长，先将电梯上下楼按钮箭头对调，然后再戴着口罩和手套进入电梯里，专门找单身夜归女子下手
Explicit,6,平行,先将电梯上下楼按钮箭头对调,然后再戴着口罩和手套进入电梯里，专门找单身夜归女子下手
Explicit,6,相容选择,他先将被害人带到大楼内无人住宅,或是办公的空楼层
Explicit,1,先序,他先将被害人带到大楼内无人住宅，或是办公的空楼层,再加以强暴
Explicit,2,原因在先,直到警方ｄｎａ比对结果完全吻合,好色的嫌犯这才坦诚他就是警方布线追踪已久的‘电梯之狼’
Explicit,4,间接对比,立刻紧急将他送医急救,不过还是回天乏术。
Explicit,4,让步在后,虽然没有见到死者急救的过程,但对于会发生意外，只感到无奈
Explicit,2,原因在先,精神病本来就不是说情绪上很稳定,所以也要有这种接受的心理
Explicit,5,递进,我们家二老有一些行动不便啊,而且比较弱智
Explicit,2,目的在先,为了预防其他病人受到刺激,龙发塘目前将所有的户外活动暂时停止
Explicit,6,平行,目前飞机还停在中胜机场进行安全检查,而飞机上的９９名乘客都平安无事
Explicit,6,平行,中胜机场塔台也马上空出了停机坪,并且通知消防车和救护车待命
Explicit,6,平行,通知消防车,和救护车待命
Explicit,2,原因在先,由于状况不明,最后还化石矿物车也出动了
Explicit,6,平行,目前飞机还停在这边机坪,而机上９９名旅客也安排下飞机到附近去休息、吃饭，确定飞机的状况之后再决定是否要原机起飞，或者是另外安排飞机前往汉城
Explicit,6,相容选择,是否要原机起飞,或者是另外安排飞机前往汉城。
Explicit,4,反向对比,中共官方反应是相当冷淡,倒是译文界深感余有荣焉
Explicit,4,间接对比,有些作家他总找一些保守的路,但是他没有
Explicit,2,原因在先,５名男子就因为对方瞄了他们一眼,竟然就随手拿了ｋｔｖ里面的水果刀猛砍被害人
Explicit,4,让步在后,看起来很清醒,但是还是可以闻得到他们满身的酒味。
Explicit,1,同步,凶案发生当时,警方刚好有巡逻警网在附近巡逻
Explicit,2,原因在先,一名台北市民在１０天前以自杀的方式来抗议建管处拆除原本不应该拆除的旧违建,而今天他的家属强烈控诉台北市政府见死不救，眼睁睁看着他服食农药，又没有通知医护单位进行急救，根本就是草菅人命
Explicit,6,平行,眼睁睁看着他服食农药,又没有通知医护单位进行急救
Explicit,4,间接对比,拆除阵员明知道镇长高峰为服食农药要以抗争,竟然还见死不救
Explicit,6,平行,作业心态,和恶劣作为
Explicit,2,原因在先,由于郑侠东过去长期是民进党的支持者,因此民进党台北市长上午也站出来为死者说话
Explicit,2,原因在先,有民众检举南投县政府涉及９·２１重建相关工程地案,因此警方搜索了６名官员，同时他们也都被约谈
Explicit,5,递进,警方搜索了６名官员,同时他们也都被约谈
Explicit,4,间接对比,虽然警方表示已经掌握了具体实证,不过引起了南投县长彭白显的抗议
Explicit,4,间接对比,正是县府开始上班的时间,检察官却带着１００多名检调人员到县政府进行搜索
Explicit,2,原因在先,由于行动相当低调神秘,政府员工看到了大批人员来也不知道发生了什么事，感到相当错乱。
Explicit,6,平行,检察官约谈了５位高商,还有县府计划室主任和顾问
Explicit,6,平行,县府计划室主任,和顾问
Explicit,4,间接对比,基隆兴万昌渔船昨天晚上出海作业时突然在基隆外海因为冷动机突然发生故障而罹难，结果造成１名台籍轮机长和３位大陆渔工眼睛受伤，还合并有呕吐现象,不过当时渔船已经失去了动力，受伤的人员只能在渔船上等待救援。
Explicit,2,原因在先,不过因为当时海上风浪很大,海巡署是无功而返
Explicit,5,递进,另外有一名女子今天出面指控中银的董事长叶潜昭的儿子叶艳伯涉嫌在车上欧打她,还咬掉她身上的一块肉
Explicit,6,平行,只称被叶潜昭儿子拳打脚踢，遭受百般凌虐,还被咬下身上肉的李姓女子
Explicit,1,先序,他说要跟我同归于尽，他说他要把我杀掉,然后就一直打我
Explicit,4,间接对比,叶潜昭说，他们全家都向李姓女子道过歉,但是要３００万太不合理，而且他还关切在明天再开庭审理这件伤害案
Explicit,6,平行,但是要３００万太不合理,而且他还关切在明天再开庭审理这件伤害案。
Explicit,4,间接对比,由于他在工厂里面是担任技术操作员，并没有分配到公司的高额配股,但是却借钱买股票，
Explicit,3,相关条件在先,如果能将身上其中一颗肾卖给别人,也算是帮助别人
Explicit,6,平行,台东市的一名男子上午８点多突然拿了西瓜刀闯进了法院，砍杀一名法院里的职员,而法警立刻将这名男子制服
Explicit,2,推论在先,名男子很可能是因为嗑药,造成精神恍惚才会拿刀行凶
Explicit,4,间接对比,一时间服务中心职员四处奔逃,但其中一人因为滑倒被歹徒砍伤背部
Explicit,6,互斥选择,没有伤及到内脏,应该只有肌肉还有筋骨的疼痛感
Explicit,6,平行,只有肌肉,还有筋骨的疼痛感
Explicit,4,间接对比,歹徒行凶后立刻被法警制服，原本打算替他制作笔录,但歹徒精神恍惚疑是吸食毒品，于是法警通知刑事组将他带回，并送往台中医院做药物检查
Explicit,2,推论在先,但歹徒精神恍惚疑是吸食毒品,于是法警通知刑事组将他带回，并送往台中医院做药物检查
Explicit,4,间接对比,梁律师代表会副主席张家荣昨天傍晚在路上骑车运动的时候遭到了两名歹徒持刀砍伤,所幸没有生命危险
Explicit,4,间接对比,张家荣被人送到医院的时候包括肩部、腹部和右腿都被刀砍伤，其中肩部伤口最深,幸运的是没有伤及动脉
Explicit,2,原因在先,警方研判歹徒可能相当清楚张家荣的作息，而且张家荣在案发用脚踏车奋力抵抗,所以歹徒行凶用的西瓜刀遗留在现场
Explicit,2,原因在先,警方也查出西瓜刀是在苗丽大卖场买的,所以锁定嫌犯就住在附近
Explicit,5,解释说明,台电三堪供电所表示,从整个烧黑的变压器外观以及散落一地的电线清楚了解，变压器上３４万５千伏特的套管脱落，瞬间产生火花让变压器陷入火海
Explicit,6,平行,这样的变压器呀，它现在有一组故障啊,又因为现在已经１０月底了天气比较凉快用电没有那么紧迫
Explicit,6,平行,并没有造成严重灾情,也没有人员伤亡
Explicit,2,证据在先,警方还带回了一名涉嫌收赃的中古手机业者，发现嫌犯在一个月内接连到手机店内兜售了三批手机,因此警方认为他至少犯下三起通信行抢案。
Explicit,4,间接对比,虽然行政院停建核试的决策过程好奇,不过中研院长李永哲说他事先是毫不知情
Explicit,4,间接对比,不过中研院长李永哲说他事先是毫不知情,不过既然身为是跨党派小组招集人，下午的会议他们会进一步讨论国内下一步应该怎么走
Explicit,4,间接对比,新政府说不建核试,身为国内最高学术研究单位负责人，中央研究院院长李永哲对新政府的决定竟然事先也毫不知情
